Abstract,DOI,link,Topic
"Objective:
        
      
      To investigate patterns of competition among hospitals for the business of health maintenance organizations (HMOs). The study focused on the relative importance of hospital price and nonprice attributes in the competition for HMO business.
    


          Data sources/study setting:
        
      
      The study capitalized on hospital cost reports from Florida that are unique in their inclusion of financial data regarding HMO business activity. The time frame was 1992 to 1997.
    


          Study design:
        
      
      The study was designed as an observational investigation of acute care hospitals.
    


          Principal findings:
        
      
      Results indicated that a hospital's share of HMO business was related to both its price and nonprice attributes. However, the importance of both price and nonprice attributes diminished as the number of HMOs in a market increased. Hospitals that were market share leaders in terms of HMO business (i.e., 30 percent or more market share) were superior, on average, to their competitors on both price and nonprice attributes.
    


          Conclusions:
        
      
      Study results indicate that competition among hospitals for HMO business involves a complex set of price and nonprice attributes. The HMOs do not appear to focus on price alone. Hospitals likely to be the most attractive to HMOs are those that can differentiate themselves on the basis of nonprice attributes while being competitive on price as well.",https://doi.org/10.1111/1475-6773.01088,https://pubmed.ncbi.nlm.nih.gov/12479496/,economics
"Study question:
        
      
      What is the economic burden of endometriosis?
    


          Summary answer:
        
      
      The identified studies indicate that there is a significant economic burden associated with endometriosis, as observed by both direct and indirect costs.
    


          What is known already:
        
      
      Two previous systematic literature reviews suggested that there were considerable direct costs associated with endometriosis and there was a general lack of measurement of indirect costs.
    


          Study design, size, duration:
        
      
      We performed a systematic literature review. MEDLINE and EMBASE databases from 2000 to 2013 were searched. The literature search was limited to human studies of patients with endometriosis. Papers in languages other than English were excluded.
    


          Participants/materials, setting, methods:
        
      
      Studies reporting direct or indirect costs among patients with endometriosis were considered for inclusion. Direct costs included inpatient, outpatient, surgery, drug and other healthcare service cost. Indirect costs were related to absenteeism and presenteeism (lost productivity at work).
    


          Main results and the role of chance:
        
      
      After evaluating the 1396 articles in the search results, 12 primary studies that reported direct or indirect costs associated with endometriosis were identified and included in the data extraction. Three of the studies were conducted in the USA, one study each was conducted in Austria, Belgium, Brazil, Canada, Finland, Germany and Italy, and two studies included data from 10 countries. Significant variability was observed in the reviewed studies in methodology, including data source, cost components considered and study perspective. Estimates of total direct costs ranged from $1109 per patient per year in Canada to $12 118 per patient per year in the USA. Indirect costs of endometriosis ranged from $3314 per patient per year in Austria to $15 737 per patient per year in the USA.
    


          Limitations, reasons for caution:
        
      
      The studies identified in the systematic literature review varied greatly by study methodology as well as by country owing to different healthcare systems and costs of healthcare services, which contributed to large variations in the direct and indirect cost estimates.
    


          Wider implications of the findings:
        
      
      A majority of the studies we found were published after the periods covered in the prior systematic literature reviews, which provided substantial contributions to an understanding of the economic burden of endometriosis, especially in the area of indirect costs. The long-term burden of endometriosis following diagnosis is still under-studied, which is a concern given the chronic nature of the disease and the substantial recurrence of endometriosis symptoms.
    


          Study funding/competing interests:
        
      
      This study was funded by AbbVie, which also develops the oral GnRH antagonist elagolix (in collaboration with Neurocrine Biosciences) for the management of endometriosis and uterine fibroids. A.M.S. is an employee of AbbVie and currently owns AbbVie stocks. H.Y., E.X.D. and C.K. are employees of Analysis Group, Inc., which has received consultancy fees from AbbVie. C.W. is a Clinical Professor at the Department Obstetrics and Gynecology at Georgetown University in Washington, DC, USA and has served in a consulting role to AbbVie for this project.",https://doi.org/10.1093/humrep/dev335,https://pubmed.ncbi.nlm.nih.gov/26851604/,economics
"Health-care expenditure regressions are used in a wide variety of economic analyses including risk adjustment and program and treatment evaluations. Recent articles demonstrated that generalized gamma models (GGMs) and extended estimating equations (EEE) models provide flexible approaches to deal with a variety of data problems encountered in expenditure estimation. To date there have been few empirical applications of these models to expenditures. We use data from the US Medical Expenditure Panel Survey to compare the bias, predictive accuracy, and marginal effects of GGM and EEE models with other commonly used regression models in a cross-validation study design. Health-care expenditure distributions vary in the degree of heteroskedasticity, skewness, and kurtosis by type of service and population. To examine the ability of estimators to address a range of data problems, we estimate models of total health expenditures and prescription drug expenditures for two populations, the elderly and privately insured adults. Our findings illustrate the need for researchers to examine their assumptions about link functions: the appropriate link function varies across our four distributions. The EEE model, which has a flexible link function, is a robust estimator that performs as well, or better, than the other models in each distribution.",https://doi.org/10.1002/hec.1498,https://pubmed.ncbi.nlm.nih.gov/19434646/,economics
"Importance:
        
      
      Several states have passed surprise-billing legislation to protect patients from unanticipated out-of-network medical bills, yet little is known about how state laws influence out-of-network prices and whether spillovers exist to in-network prices.
    


          Objective:
        
      
      To identify any changes in prices paid to out-of-network anesthesiologists at in-network facilities and to in-network anesthesiologists before and after states passed surprise-billing legislation.
    


          Design, setting, and participants:
        
      
      This retrospective economic analysis used difference-in-differences methods to compare price changes before and after the passage of legislation in California, Florida, and New York, which passed comprehensive surprise-billing legislation between January 1, 2014, and December 31, 2017, to 45 states that did not. Commercial claims data from the Health Care Cost Institute were used to identify prices paid to anesthesiologists in hospital outpatient departments and ambulatory surgery centers. The final analytic sample comprised 2 713 913 anesthesia claims across the 3 treated states and the 45 control states.
    


          Exposures:
        
      
      Temporal and state-level variation in exposure to surprise-billing legislation.
    


          Main outcomes and measures:
        
      
      The unit price (allowed amounts standardized per unit of service) paid to out-of-network anesthesiologists at in-network facilities and to in-network anesthesiologists.
    


          Results:
        
      
      This retrospective economic analysis of 2 713 913 anesthesia claims found that after surprise-billing laws were passed in 3 states, the unit price paid to out-of-network anesthesiologists at in-network facilities decreased significantly in 2 of them: California, -$12.71 (95% CI, -$25.70 to -$0.27; P = .05) and Florida, -$35.67 (95% CI, -$46.27 to -$25.07; P < .001). In New York, a decline in the overall out-of-network price was not statistically significant (-$7.91; 95% CI, -$17.48 to -$1.68; P = .10); however, by the fourth quarter of 2017, the decline was -$41.28 (95% CI, -$70.24 to -$12.33; P = .01). In-network prices decreased in California by -$10.68 (95% CI, -$12.70 to -$8.66; P < .001); in Florida, -$3.18 (95% CI, -$5.17 to -$1.19; P = .002); and in New York, -$8.05 (95% CI, -$11.46 to -$4.64; P < .001).
    


          Conclusions and relevance:
        
      
      This retrospective study found that prices paid to in-network and out-of-network anesthesiologists in hospital outpatient departments and ambulatory surgery centers decreased after the introduction of surprise-billing legislation, providing early insights into how prices may change under the federal No Surprises Act and in states that have recently passed their own legislation.",https://doi.org/10.1001/jamainternmed.2021.4564,https://pubmed.ncbi.nlm.nih.gov/34398193/,economics
"Most recent proposals to add a prescription drug benefit to the Medicare program suggest using pharmacy benefit managers (PBMs) to control costs and promote quality. However, the proposals give little detail on the institutional arrangements that would govern PBM operations and drug procurement. The recent Congressional Budget Office cost estimate of the Clinton administration's proposal reflects this lack of detail on how PBMs would function. We sketch an approach for structuring PBM operations that focuses on competition among PBMs, manufacturers, and distributors; incentive pricing; and risk sharing with PBMs.",https://doi.org/10.1377/hlthaff.19.2.8,https://pubmed.ncbi.nlm.nih.gov/10718018/,economics
"Pharmaceutical spending in the United States, Canada, and the EU is growing. Public payers cover a large portion of these costs and have responded by instituting various pricing and access policies to limit their expenditure. One challenge that public payers face is additional demand induced by a manufacturer's marketing effort. We use a game theoretic approach to study the impact of pharmaceutical marketing on six practical pricing and access policies: negotiated pricing, open pricing, controlled pricing, a listing process, a risk-sharing arrangement, and a value-based pricing with risk-sharing arrangement. We find that all non-value-based policies result in either restricted access or suboptimal treatment coverage. We find that marketing is the highest in the first-best setting where all decisions are made by a social planner. We also find that the value-based pricing with risk-sharing arrangement is preferred by the manufacturer and from a societal perspective whereas no policy is universally preferred by a health care payer. A value-based pricing with risk-sharing arrangement always results in zero net monetary benefit for a health care payer. Therefore, considering non-value-based arrangements, we find that a negotiated pricing policy, a controlled pricing policy, or a risk-sharing arrangement may be socially preferred.",https://doi.org/10.1002/hec.3903,https://pubmed.ncbi.nlm.nih.gov/31310424/,economics
"Climate change is projected to cause severe economic losses, which has the potential to affect the insurance sector and public compensation schemes considerably. This article discusses the role insurance can play in adapting to climate change impacts. The particular focus is on the Dutch insurance sector, in view of the Netherlands being extremely vulnerable to climate change impacts. The usefulness of private insurance as an adaptation instrument to increased flood risks is examined, which is currently unavailable in the Netherlands. It is questioned whether the currently dominant role of the Dutch government in providing damage relief is justified from an economic efficiency perspective. Characteristics of flood insurance arrangements in the Netherlands, the United Kingdom, Germany, and France are compared in order to identify possible future directions for arrangements in the Netherlands. It is argued that social welfare improves when insurance companies take responsibility for part of the risks associated with climate change.",https://doi.org/10.1111/j.1539-6924.2008.01035.x,https://pubmed.ncbi.nlm.nih.gov/18419658/,economics
"This paper estimates the relationship between Medicare fees and quantities provided by physicians for eight specific services. It uses data for 13,707 physicians who responded to surveys in 2000/2001 and/or 2004/2005 and were linked to all Medicare claims for their Medicare patients. Results show that Medicare fees are positively related to quantity provided for all eight services, and are significantly different from zero and elastic for five of them. The findings are consistent with the general economic proposition that supply curves for medical services are positively sloped, and provide no evidence of volume-offset behavior for the services examined. These results also imply that Medicare could influence volume growth for specific services by varying their fee changes, and that uniform fee changes will have differential effects on service volume because of variation in underlying supply elasticities.",https://doi.org/10.5034/inquiryjrnl_46.4.372,https://pubmed.ncbi.nlm.nih.gov/20184165/,economics
"Although future Medicare costs are highly uncertain, reasonable projections of those costs suggest a major financing problem. The Balanced Budget Act of 1997 will provide temporary relief, although it introduced some new problems, including its geographic adjustment of Medicare+Choice rates. For the future we propose a premium-support system and an expanded benefits package. Such a system would provide a more flexible means to adjust the division of the financing burden between the elderly and the nonelderly, potentially gain some efficiencies from greater price competition and less reliance on administered pricing, and partly address the issue of uninsured early retirees.",https://doi.org/10.1377/hlthaff.18.1.92,https://pubmed.ncbi.nlm.nih.gov/9926648/,economics
"Pharmacoeconomics is a branch of health economics related to the most economical and efficient use of pharmaceuticals. Pharmacoeconomic research identifies, measures and compares the costs and outcomes (clinical, economic and humanistic) of pharmaceutical products and services. Pharmacoeconomic evaluation can play a significant role in the efficient allocation of resources in healthcare systems with constrained budgets. Countries are trying to control the rising costs of health care in their aging population. They are all asking the same question: Is the new drug good value for money; and if so, what is the society willing to pay for it? This article reviews the importance of, and the need for, adaptation of pharmacoeconomic analysis to the conditions in Saudi Arabia. It will shed some light on the important steps for converting the concept into practice, including the need for identifying the willing-to-pay (WTP) or the threshold cutoff, the existence of a real cost for each utility, the nonexistence of an pharmacoeconomic advisory forum, pharmaceutical budget allocation, and the impact of pharmaceutical marketing. It will also provide recommendations for easing any challenges that might jeopardize the conduct of such analysis in Saudi Arabia.",https://doi.org/10.4103/0256-4947.83201,https://pubmed.ncbi.nlm.nih.gov/21808106/,economics
"Responses of 423 freshmen and 410 seniors at Jefferson Medical College in 1980-81 and 1982-83 to 15 questions on economic aspects of the health care system were compared. A majority of the students considered the cost of medical care, the cost of medical education, malpractice claims, and the failure of individuals to assume responsibility for their health to be major problems. A majority of the seniors also considered excessive government influence on the financing of medical care a major problem. More freshmen than seniors favored national health insurance and health maintenance organizations. More seniors than freshmen supported the professional standards review organization concept and action to discourage increases in the supply of physicians. Concern about the number of physicians entering the profession increased among seniors between 1981 and 1983. The data suggest that at graduation the students were more concerned about the position of physicians but might not be more informed about important aspects of the functioning of the health care system than they were at entry.",https://doi.org/10.1097/00001888-198506000-00001,https://pubmed.ncbi.nlm.nih.gov/4040174/,economics
"This paper examines the economic foundations for mandatory discounts for insurers based on differences in bad debts experience. It considers critically the arguments Blue Cross plans use in several states. On both equity and efficiency grounds, discounts for actual bad debts are shown to be inappropriate. In contrast, it is shown that there are equity and efficiency reasons to grant a discount for insurance policies which avert bad debt, but that the appropriate discount is less than the amount of bad debt averted. The appropriate discount depends on the size of the subsidy needed to bring about purchase of debt-averting coverage. In some circumstances, this subsidy equals the underwriting loss on the coverage minus any tax subsidy the insurer receives.",https://doi.org/10.1215/03616878-11-1-67,https://pubmed.ncbi.nlm.nih.gov/3522724/,economics
"The current environment shaping rheumatology practice economics, with a focus on revenues, is described. The policies and practices of private and public insurance companies, pharmaceutical manufacturers, and pharmacy benefit managers (PBMs) are summarized, identifying economic implications for rheumatologists. The role of rebates in shaping practice economics is discussed, along with the central role of payers in defining PBM policies.",https://doi.org/10.1016/j.rdc.2018.09.001,https://pubmed.ncbi.nlm.nih.gov/30447738/,economics
"Health care expenditures are highly concentrated in the United States, with a small fraction of the population accounting for a large share of total health spending. This concentration has proved remarkably stable over time; however, the degree of concentration has declined over the past decade. Using data from the 1996-2003 Medical Expenditure Panel Survey (MEPS), we explore why. We find that rapid growth in prescription drug spending, which is diffused over a large fraction of the population, versus slower growth in spending for inpatient care largely accounts for the recent change in concentration. We discuss the potential implications for current cost containment and reform efforts.",https://doi.org/10.1377/hlthaff.26.1.249,https://pubmed.ncbi.nlm.nih.gov/17211035/,economics
"The aim of marketing is to make selling superfluous. The aim of marketing is to know and understand the consumer so well that the product or service fits him and sells itself,"" said P. F. Drucker in Management: Tasks, Practices, Responsibilities. For hospitals that are directly competing with surgicenters for patients and physicians, the competition will intensify. Hospitals in those environments must develop streamlined ambulatory surgery programs that are attuned to consumers' changing demands. The winners in capturing the ambulatory surgery market will be organizations with the following: current market knowledge, facilities that serve the consumer's needs and demands, creative leadership, a formalized marketing plan, and a commitment to excellence.",https://doi.org/10.1016/s0001-2092(07)64385-3,https://pubmed.ncbi.nlm.nih.gov/3852658/,economics
"Objective:
        
      
      To review cost-of-illness studies (COI) and economic evaluations (EE) conducted for medically unexplained symptoms and to analyze their methods and results.
    


          Methods:
        
      
      We searched the databases PubMed, PsycINFO and National Health Service Economic Evaluations Database of the University of York. Cost data were inflated to 2006 using country-specific gross domestic product inflators and converted to 2006 USD purchasing power parities.
    


          Results:
        
      
      We identified 5 COI and 8 EE, of which 6 were cost-minimization analyses and 2 were cost-effectiveness analyses. All studies used patient level data collected between 1980 and 2004 and were predominantly conducted in the USA (n = 10). COI found annual excess health care costs of somatizing patients between 432 and 5,353 USD in 2006 values. Indirect costs were estimated by only one EE and added up to about 18,000 USD per year. In EE, educational interventions for physicians as well as cognitive-behavioral therapy approaches for patients were evaluated. For both types of interventions, effectiveness was either shown within EE or by previous studies. Most EE found (often insignificant) cost reductions resulting from the interventions, but only two studies explicitly combined changes in costs with data on effectiveness to cost-effectiveness ratios (ratio of additional costs to additional effects).
    


          Conclusions:
        
      
      Medically unexplained symptoms cause relevant annual excess costs in health care that are comparable to mental health problems like depression or anxiety disorders and which may be reduced by interventions targeting physicians as well as patients. More extensive research on indirect costs and cost-effectiveness is needed.",https://doi.org/10.1159/000337349,https://pubmed.ncbi.nlm.nih.gov/22832397/,economics
"Background:
        
      
      The management of the large patient population in Italy receiving long-term oral anticoagulation therapy (OAT) poses organizational challenges that are traditionally approached with a centralized procedure, relying on hospital-based clinics and/or GPs. However, the availability of near-patient testing devices for the monitoring of OAT effectiveness (international normalized ratio measurement) allows for alternative or complementary management models, in which adequately trained patients perform the test themselves and possibly make decisions about dosing adjustments (patient self-monitoring). Patient self-monitoring has been proven to be effective and safe, and is economically attractive. However, in order to assess its potential economic impact in Italy, there is a need for data on current treatment patterns and relative costs, which are currently not available.
    


          Objective:
        
      
      To establish prevalent management patterns and costs incurred by Italian OAT patients.
    


          Methods:
        
      
      An ad hoc questionnaire was developed and administered to OAT patients with the support of the main Italian OAT patients association. Returned questionnaires were checked for consistency and valid data were summarized. Resources used were costed according to published prices.
    


          Results:
        
      
      A total of 4722 valid questionnaires were returned from all over Italy. The prevalent OAT management model in this sample relied on hospital-based anticoagulation clinics. Significant earning losses, transportation costs and other out-of-pocket expenses were incurred by patients, with an estimated mean overall monthly cost of approximately €30 (year 2008 value). There was a wide distribution of costs in this population, depending mainly on monitoring frequency, home-to-clinic distance and employment status.
    


          Conclusion:
        
      
      This study contributes to clarifying the organizational models of the Italian OAT population and delivers data on treatment patterns and costs that may be used when planning and evaluating alternative management options.",https://doi.org/10.2165/11313890-000000000-00000,https://pubmed.ncbi.nlm.nih.gov/20175590/,economics
"Postoperative complications will always occur and the negative impact puts strain on patients, relatives and the attending physicians. The conversion to a remuneration system based on flat rates (diagnosis-related groups) presents additional economic problems for hospitals in some resource-intensive treatments. This particularly pertains to extremely cost-intensive cases in which costs succeed revenue by the factor of 2 and are often surgical procedures. Here the economic risk increases with the number of interventions performed. Despite improvements in the remuneration system this problem persists. An improved payment for these treatments is desirable. To achieve this it is necessary to systematically analyze the extremely cost-intensive cases by experts of different medical disciplines to create a data basis for a proposal of a cost-covering payment.",https://doi.org/10.1007/s00104-009-1693-0,https://pubmed.ncbi.nlm.nih.gov/19636515/,economics
"Low molecular weight heparins (LMWHs) are increasingly being utilised as anticoagulants in healthcare settings. These agents offer several advantages over standard unfractionated heparin. Indications for LMWHs include deep vein thrombosis and pulmonary embolism prophylaxis, deep vein thrombosis treatment, use in coronary procedures associated with a high risk for bleeding, and in acute coronary syndromes. Prior to being added to formularies, LMWHs should be evaluated for efficacy, safety and economic benefits over other anticoagulants. Institutions should be prepared to conduct their own economic assessments in the absence of readily available studies. There is clear evidence that LMWHs are cost saving or are at least cost effective as thromboprophylactic agents in major orthopaedic surgery. The economic benefits of LMWHs in other surgical situations is less clear. Consistent evidence from several countries indicate that LMWHs are cost saving as anticoagulants for the initial treatment of DVT. Further studies are needed to evaluate the efficacy, safety and economics of LMWHs in other conditions besides hip and knee arthroplasty and general surgery.",https://doi.org/10.2165/00019053-200017010-00001,https://pubmed.ncbi.nlm.nih.gov/10747761/,economics
"A cornerstone of economic theory is that rational agents are self-interested, yet a decade of research in experimental economics has shown that economic decisions are frequently driven by concerns for fairness, equity, and reciprocity. One aspect of other-regarding behavior that has garnered attention is noblesse oblige, a social norm that obligates those of higher status to be generous in their dealings with those of lower status. The results of a cross-cultural study are reported in which marked noblesse oblige was observed on a reciprocal-contract decision-making task. Participants from seven countries that vary along hierarchical and individualist/collectivist social dimensions were more tolerant of non-reciprocation when they adopted a high-ranking perspective compared with a low-ranking perspective.",https://doi.org/10.1007/s12110-013-9169-9,https://pubmed.ncbi.nlm.nih.gov/23749462/,economics
"This article tackles one of the timeliest issues for both practitioners and patients today: sentiment, psychodynamics, and the stock market. Economic bubbles and crashes have occurred regularly through history -- from Holland's 17th century tulip mania, to America's 19th century railway mania, to the 1990s high-tech obsession. Though most investors regard themselves as investing rationally, few do. Instead they react collectively, buying high and selling low in crowds. Being subject to the illusion of control, they follow regressive behavior patterns and irrational, wishful thinking. They are victimized by their own emotions of hope, fear, and uncertainty. Crises happen often in economics. Indeed, the market itself may be quantified as a conglomeration of human sentiment. The relationship between magical thinking and the pictorial language of the market will be explored. Psychodynamic conceptualizations about risk and speculation are discussed, as are the interplay of affects versus judgment, rational thinking, and the knowledge of one's own capacity for stress tolerance.",https://doi.org/10.1521/jaap.2007.35.3.455,https://pubmed.ncbi.nlm.nih.gov/17907913/,economics
"Many would tend to characterize modern society as steeped in complexity. This complexity is seen by a number of professional people to imply risk-taking--or risk-making--on a high level. ""A single mistake may give consequences of quite different proportions from earlier times,"" as one critic puts it. This hypothesis of increasing risks on a high level--of worst things getting worse--has been tested on fires in Sweden. Fire has always been a powerfully upsetting agent to the social fabric. Today industrial fires dominate the picture economically. The cost of industrial fires is about three times the cost of residential fires in Sweden. It is of interest to note that the damage cost of the worst fires (as measured in insurance payments) does not form an increasing part of overall fire damage costs, as one would expect from the above hypothesis. Whether the hypothesis holds with regard to indirect costs due to production stand-still is more uncertain. We can conclude that the potential of complexity to create large abnormal occurrences may have been somewhat prematurely announced--at least with regard to fires in Sweden.",https://doi.org/10.1111/j.1539-6924.1991.tb00601.x,https://pubmed.ncbi.nlm.nih.gov/1876724/,economics
"In November of 1970 a major change in public health policy occurred in Quebec: the movement from a mixed private-public system to a completely public system of financing health care (known as Medicare). This policy change had important economic effects on the distribution of income, taxation, and health care costs. This paper analyzes these economic effects by focusing on the changes in financial burden of medical care costs between 1969-70 and 1971-72 for eight income classes. The key results that emerge are: the total cost of medical care increases sharply for all of the income groups, and the burden of the cost of medical care becomes more equitable across the income groups. Based on these results, policy considerations for the present debate on national health insurance in the United States are offered.",https://doi.org/10.1215/03616878-2-4-479,https://pubmed.ncbi.nlm.nih.gov/417107/,economics
This week a decision by a primary care trust to award a contract for services to a private company is being challenged in the High Court. Sophie Arie explains why the trust's decision is ringing alarm bells,https://doi.org/10.1136/bmj.332.7551.1172,https://pubmed.ncbi.nlm.nih.gov/16709974/,economics
"Objectives:
        
      
      The financial crisis of health insurance systems sometimes drives public policy-makers to take precipitate action dominated by economic imperatives. The question addressed here consists in defining homeopathy's scope of intervention, its place in health care strategies, recourse to treatment, and especially economic data appraising homeopathy's impact on expenditures and outlay covered by health insurance in France.
    


          Method:
        
      
      We used the General Evaluation Model to define the study (to whom is the evaluation made, situations, criteria, measurement of these criteria, quality and precision).
    


          Results:
        
      
      The main results are in terms of costs, as follows: * For reimbursable medicines the public sales price of homeopathic products is a quarter of the average. * The total reimbursement for a prescription of allopathic products is three times more than for a prescription of homeopathic products. * Homeopathic physicians incur annual reimbursement outlays which are half those of general practitioners. The differences observed cannot be explained by the patient profile or the diseases treated. Furthermore, a study carried out in France showed that 87% of patients whose physicians had prescribed homeopathic treatment did not see another physician for the same problem.
    


          Conclusions:
        
      
      Once basic analysis has been done, so that the economic and epidemiological impact of a certain health strategy can be determined, it is necessary to proceed further, helping healthcare providers and public authorities to make decisions. Various possibilities exist and should be investigated.",https://doi.org/10.1054/homp.1999.0376,https://pubmed.ncbi.nlm.nih.gov/10939779/,economics
"Healthcare expenditures for cancer account for a low share of total healthcare expenditures, compared to the relative burden of the disease. The share has also not changed very much over the last decades. Cost for cancer drugs has increased as a share of total expenditures, but this has been offset by a reduction of inpatient hospital care for cancer. Accounting for the cost of cancer should not be limited to healthcare expenditures. Resources are also used for public and private care of cancer patients outside the healthcare sector, for example for palliative care. Informal care by family and friends is an important complement to professional care, and estimates indicate that this amounts to between half and one-third of the costs of formal care. Indirect costs related to the loss of production for persons with cancer are estimated to be of the same magnitude as the direct healthcare expenditures. Indirect costs related to premature mortality dominate the estimate of indirect costs, but those costs have declined over time, despite increasing incomes, due to the reduction in mortality due to cancer in the economically active age groups. Estimates of indirect costs due to morbidity are uncertain and vary significantly between published studies. A full accounting of the costs of cancer should include an estimate of the health burden of cancer. Loss of quality-adjusted life expectancy (QALY) can be measured and valued based on the willingness to pay for a QALY. Such estimates are possible to derive from decisions about allocating resources for cancer. There are few estimates of these costs, but available studies indicate that the intangible costs of lost QALY are by far the dominating cost of cancer. The value for policy-making of costs of cancer estimates increases when results with consistent methods and data are available that allow comparisons between countries and over time. The evidence about the cost of cancer is still limited, but when current scientific progress produces an increasing number of new options for prevention, diagnosis and treatment, studies of the cost of cancer become increasingly important to inform decisions about resource allocation.",https://doi.org/10.1007/978-3-030-01207-6_2,https://pubmed.ncbi.nlm.nih.gov/30543004/,economics
"The new institutional economics offers a range of analytical tools and insights which can be used in restructuring the animal health services of a country. This paper discusses three of the most important--externalities, transaction costs and asymmetric (unequal) information. These tools can be used to craft a system which is sensitive to the particular institutional heritage of a country and to its political, social and economic realities. Institutions are important in this process and the best way for one society is often not the optimal choice for another.",https://doi.org/10.20506/rst.23.1.1463,https://pubmed.ncbi.nlm.nih.gov/15200086/,economics
"Those designing payment systems for health care in low and middle income countries are increasingly looking to capitation payment, in order to avoid the cost inflation experienced with fee-for-service payment. However, there is virtually no documentation of the experience of introducing capitation payment, or of its effects. This paper draws on several research studies to explore responses by health care providers at both the market and facility level to the introduction of capitation payment, in the context of a new compulsory insurance scheme for workers in Thailand. The paper ends by identifying lessons for both Thailand itself and for other countries.",https://doi.org/10.1016/s0168-8510(00)00059-2,https://pubmed.ncbi.nlm.nih.gov/10720686/,economics
"Biosurfactants are surface-active molecules originated from renewable resources, which are produced by microbial fermentation or chemical/enzymatic catalysis. These molecules present important advantages as compared to petrochemical surfactants, given their resistance to extreme conditions, biodegradability, specificity, and environmental compatibility. Besides that, the high production costs hinder its commercialization. In this way, this article aimed to analyze microbial biosurfactants production, focusing on the optimization of metabolic pathways and production processes, to identify key aspects and provide alternatives to allow a cost-effective production at industrial scale. This was achieved by a broad analysis of biosurfactants properties, applications, and biosynthetic pathways (in terms of yield, cofactors, and energy), in addition to an assessment of production-associated costs. As a result of the present extensive data survey and analysis, key production aspects are disclosed. The metabolic pathway yield analysis demonstrated that production of biosurfactants can be significantly improved (highest theoretical yield was 0.47 gbiosurfactant /gsubstrate ) by the use of biomolecular engineering techniques to generate optimized synthetic pathways. With an alternative proposed pathway for surfactin, yield was improved and imbalance in cofactors and ATP was reduced. Analysis of productive costs indicated that to make rhamnolipids commercial production feasible, the main efforts should focus on lowering substrate costs as well as the identification of energy-efficient unit operations to lower electricity cost, since these parameters accounted for 19.36 and 78.22%, respectively, of the production costs. The data generated by this analysis highlight the need for multidisciplinary collaboration to make rhamnolipids economically feasible, including biomolecular engineering and process intensification.",https://doi.org/10.1002/btpr.3093,https://pubmed.ncbi.nlm.nih.gov/33067929/,economics
"The purpose of this study is to make a cost-benefit-analysis for integration projects helping drug addicts and substitutes to reintegrate into society. The study is intended to contribute to a better allocation of resources under the trade-off-situation that only a limited number of integration projects can be realized due to budget limitations. This pilot study represents an economic evaluation of health activities on integration based on the example of study projects offered by Mudra e. V. As a result the study showed that the evaluated projects are economically advantageous during the investigated research period. Furthermore, the study contains a non-monetary analysis of intangible effects which shows significant improvements in quality of life. Although the results are substantial, further research is mandatory focussing on the economic benefits of integration projects.",https://doi.org/10.1055/s-2005-857884,https://pubmed.ncbi.nlm.nih.gov/15747208/,economics
"Population aging in Korea is projected to be the most rapid among Organisation for Economic Co-operation and Development (OECD) countries between 2000 and 2050. However, social spending in Korea remains low, reflecting Korea's relatively young population, limited health and long-term care insurance coverage, and immaturity of its pension system. As these factors evolve in coming years, social spending in Korea is likely to rise toward the OECD average. Sustaining economic growth requires policies to mitigate the impact of rapid population aging by providing social protection for the elderly population. Korea confronts difficult challenges in balancing economic growth and social protection for the elderly population, whereas also ensuring efficiency in social spending.",https://doi.org/10.1093/geront/gnt018,https://pubmed.ncbi.nlm.nih.gov/23528291/,economics
"Rationale:
        
      
      Stratified Medicine (SM) is becoming a natural result of advances in biomedical science and a promising path for the innovation-based biopharmaceutical industry to create new investment opportunities. While the use of biomarkers to improve R&D efficiency and productivity is very much acknowledged by industry, much work remains to be done to understand the drivers and conditions that favour using a stratified approach to create economically viable products and to justify the investment in SM interventions as a stratification option.
    


          Concept:
        
      
      In this paper we apply a decision analytical methodology to address the economic attractiveness of different SM development options in a cost-contained healthcare environment. For this purpose, a hypothetical business case in the oncology market has been developed considering four feasible development scenarios.
    


          Conclusions:
        
      
      The article outlines the effects of development time and time to peak sales as key economic value drivers influencing profitability of SM interventions under specific conditions. If regulatory and reimbursement challenges can be solved, decreasing development time and enhancing early market penetration would most directly improve the economic attractiveness of SM interventions. Appropriate tailoring of highly differentiated patient subgroups is the prerequisite to leverage potential efficiency gains in the R&D process. Also, offering a better targeted and hence ultimately more cost-effective therapy at reimbursable prices will facilitate time to market access and allow increasing market share gains within the targeted populations.",https://doi.org/10.1016/j.nbt.2016.09.003,https://pubmed.ncbi.nlm.nih.gov/27664792/,economics
"A host of advantages will flow to companies that learn to make and deliver goods and services faster than their competitors. However, four key questions must be answered to determine if a turbo marketing approach is suitable for your company.",https://doi.org/10.1108/eb039439,https://pubmed.ncbi.nlm.nih.gov/10114516/,economics
"Several myths about health insurance interfere with the diagnosis of problems in the current system and impede the development of productive reforms. Although many are built on a kernel of truth, complicated issues are often simplified to the point of being false or misleading. Several stem from the conflation of health, health care, and health insurance, while others attempt to use economic arguments to justify normative preferences. We apply a combination of economic principles and lessons from empirical research to examine the policy problems that underlie the myths and focus attention on addressing these fundamental challenges.",https://doi.org/10.1377/hlthaff.27.6.w533,https://pubmed.ncbi.nlm.nih.gov/18940834/,economics
